scaled_features,Department_index,JobRole_index,Gender_index,OverTime_index,left_company
"[0.30952380952380953,0.2348077935755661,1.0,0.0,0.6666666666666666,0.30000000000000004]",1,0,1,0,0
"[0.7857142857142857,0.6375460768825698,0.6666666666666666,0.0,0.6666666666666666,0.05]",0,5,1,0,0
"[0.45238095238095233,0.16745655608214852,0.3333333333333333,0.0,0.6666666666666666,0.125]",1,0,0,0,0
"[0.6666666666666666,0.9646656134807794,1.0,0.0,0.6666666666666666,0.05]",0,7,0,1,0
"[0.42857142857142855,0.38504476040021063,0.0,0.0,0.6666666666666666,0.30000000000000004]",0,4,0,1,0
"[0.6190476190476191,0.07019483938915219,0.3333333333333333,0.0,0.3333333333333333,0.125]",0,1,0,1,1
"[0.45238095238095233,0.16124275934702476,0.3333333333333333,0.0,0.3333333333333333,0.25]",2,8,0,0,0
"[0.40476190476190477,0.25297525013164823,1.0,0.0,0.6666666666666666,0.25]",1,0,0,1,1
"[0.3571428571428571,0.11237493417588205,0.0,0.0,0.6666666666666666,0.25]",0,1,0,0,0
"[0.23809523809523808,0.054502369668246446,1.0,0.0,1.0,0.125]",0,1,0,0,0
"[0.5,0.6558715113217484,0.6666666666666666,1.0,0.6666666666666666,0.1]",0,7,0,0,0
"[0.6666666666666666,0.36766719325961034,0.3333333333333333,0.0,0.6666666666666666,0.05]",1,0,0,0,0
"[0.5238095238095237,0.12469720905739863,0.0,0.0,0.3333333333333333,0.1]",0,2,1,0,0
"[0.5714285714285714,0.23849394418114797,0.0,0.0,0.3333333333333333,0.0]",0,4,0,0,0
"[0.40476190476190477,0.25028962611901,1.0,0.0,0.6666666666666666,0.17500000000000002]",0,3,0,0,0
"[0.47619047619047616,0.08335966298051606,0.3333333333333333,0.0,0.6666666666666666,0.275]",2,8,0,0,0
"[0.38095238095238093,0.22838335966298054,0.0,0.0,0.3333333333333333,0.17500000000000002]",0,2,0,0,1
"[0.45238095238095233,0.16872037914691945,0.0,0.0,0.0,0.25]",0,3,0,0,1
"[0.5,0.16419167983149027,1.0,0.0,0.6666666666666666,0.05]",1,0,0,0,0
"[0.5952380952380952,0.07525013164823592,0.6666666666666666,0.0,0.3333333333333333,0.07500000000000001]",0,1,0,0,0
"[0.5476190476190476,0.30863612427593473,0.3333333333333333,0.0,0.0,0.07500000000000001]",0,4,0,0,0
"[0.5476190476190476,0.4969984202211691,0.6666666666666666,0.0,1.0,0.55]",1,0,1,1,0
"[0.2857142857142857,0.4559241706161138,0.6666666666666666,0.0,0.6666666666666666,0.17500000000000002]",0,3,1,0,0
"[0.19047619047619047,0.05997893628225382,0.3333333333333333,0.0,0.6666666666666666,0.125]",2,8,1,1,1
"[0.6666666666666666,0.4169036334913112,0.3333333333333333,1.0,1.0,0.225]",0,4,1,0,1
"[0.5238095238095237,0.2898367561874671,1.0,0.0,0.6666666666666666,0.125]",0,4,1,0,0
"[0.38095238095238093,0.3048973143759874,0.6666666666666666,1.0,0.6666666666666666,0.25]",1,0,0,0,0
"[0.9523809523809523,0.804739336492891,0.3333333333333333,1.0,0.3333333333333333,0.4]",1,5,0,0,0
"[0.40476190476190477,0.08931016324381254,0.6666666666666666,0.0,1.0,0.125]",0,2,0,0,0
"[0.6904761904761905,0.4909952606635071,0.3333333333333333,0.0,0.6666666666666666,0.55]",0,3,1,1,0
"[0.5238095238095237,0.1810953133228015,0.0,0.0,0.6666666666666666,0.17500000000000002]",0,4,1,0,0
"[0.8571428571428571,0.30779357556608744,1.0,0.0,0.3333333333333333,0.17500000000000002]",0,1,1,0,0
"[0.30952380952380953,0.4543443917851501,0.0,0.0,0.6666666666666666,0.07500000000000001]",1,0,1,0,0
"[0.23809523809523808,0.13596629805160612,0.0,1.0,0.6666666666666666,0.07500000000000001]",0,1,1,0,0
"[0.47619047619047616,0.2314902580305424,1.0,1.0,0.3333333333333333,0.1]",1,6,1,1,0
"[0.19047619047619047,0.19352290679304898,1.0,0.0,0.6666666666666666,0.125]",1,0,0,0,0
"[0.9523809523809523,0.7781990521327015,0.6666666666666666,0.0,0.6666666666666666,0.05]",0,7,0,1,0
"(6,[1,2],[0.02659294365455503,0.6666666666666666])",0,1,1,0,0
"[0.30952380952380953,0.10252764612954186,0.0,0.0,0.6666666666666666,0.025]",2,8,0,0,1
"[0.26190476190476186,0.069826224328594,0.0,0.0,0.6666666666666666,0.05]",2,8,0,1,1
"[0.6428571428571428,0.21827277514481308,0.6666666666666666,1.0,1.0,0.2]",1,0,1,0,0
"[0.42857142857142855,0.31348077935755664,0.3333333333333333,1.0,0.6666666666666666,0.025]",0,1,1,1,0
"[0.5952380952380952,0.2457082675092154,1.0,1.0,0.6666666666666666,0.17500000000000002]",1,0,0,0,0
"[0.21428571428571427,0.07214323328067404,1.0,0.0,0.3333333333333333,0.125]",0,2,1,1,0
"[0.26190476190476186,0.14760400210637178,1.0,0.0,1.0,0.275]",0,2,0,0,0
"[0.3333333333333333,0.1916271721958926,1.0,0.0,1.0,0.0]",1,0,0,0,0
"[0.5714285714285714,0.10147446024223276,0.6666666666666666,1.0,0.3333333333333333,0.15000000000000002]",0,1,0,0,0
"[0.6904761904761905,0.05771458662453923,0.6666666666666666,0.0,0.6666666666666666,0.05]",0,2,1,0,0
"[0.6666666666666666,0.3985781990521327,1.0,0.0,0.3333333333333333,0.225]",0,3,0,0,0
"[0.23809523809523808,0.089362822538178,1.0,0.0,0.6666666666666666,0.07500000000000001]",2,8,0,0,0
"[0.26190476190476186,0.2830437072143233,0.6666666666666666,0.0,0.6666666666666666,0.17500000000000002]",0,4,0,0,0
"[0.5714285714285714,0.15581885202738285,0.6666666666666666,0.0,0.6666666666666666,0.0]",0,2,0,0,0
"[0.3333333333333333,0.4685624012638231,0.3333333333333333,0.0,0.3333333333333333,0.05]",1,0,0,1,1
"[0.6666666666666666,0.6432859399684044,0.0,0.0,0.6666666666666666,0.47500000000000003]",1,0,1,0,0
"[0.21428571428571427,0.13328067403896787,0.6666666666666666,1.0,0.6666666666666666,0.225]",1,6,1,0,0
"[0.26190476190476186,0.09452343338599263,0.3333333333333333,0.0,0.6666666666666666,0.025]",2,8,0,0,0
"[0.5952380952380952,0.9680358083201686,0.6666666666666666,0.0,0.6666666666666666,0.4]",0,5,1,0,0
"[0.7142857142857142,0.9824117956819379,0.3333333333333333,0.0,0.6666666666666666,0.55]",0,7,0,0,0
"[0.26190476190476186,0.07530279094260137,1.0,1.0,0.3333333333333333,0.025]",0,1,0,1,1
"[0.6666666666666666,0.332016850974197,0.3333333333333333,1.0,0.6666666666666666,0.2]",1,0,1,0,1
"[0.21428571428571427,0.19826224328593997,0.0,0.0,0.3333333333333333,0.17500000000000002]",0,1,1,0,0
"[0.5,0.15234333859926277,1.0,0.0,0.6666666666666666,0.05]",0,1,0,0,0
"[0.8809523809523809,0.08704581358609795,1.0,1.0,1.0,0.125]",0,1,0,0,0
"[0.23809523809523808,0.09726171669299633,0.3333333333333333,0.0,0.6666666666666666,0.025]",1,6,1,0,0
"[0.2857142857142857,0.0037914691943127963,1.0,0.0,0.3333333333333333,0.025]",1,6,0,0,1
"[0.09523809523809523,0.0770405476566614,0.3333333333333333,1.0,0.6666666666666666,0.025]",0,1,0,1,1
"[0.42857142857142855,0.24560294892048448,0.6666666666666666,0.0,0.6666666666666666,0.25]",1,0,1,1,0
"[0.30952380952380953,0.16787783043707216,0.6666666666666666,0.0,0.6666666666666666,0.25]",0,2,0,0,0
"[0.38095238095238093,0.45834649815692474,1.0,0.0,0.6666666666666666,0.125]",1,0,0,1,0
"[0.26190476190476186,0.05545023696682465,0.0,0.0,0.6666666666666666,0.07500000000000001]",0,2,0,0,0
"[0.45238095238095233,0.17245918904686677,0.0,1.0,0.6666666666666666,0.125]",0,1,0,1,0
"[0.40476190476190477,0.19899947340705634,0.3333333333333333,0.0,0.6666666666666666,0.07500000000000001]",0,3,1,1,0
"[0.6428571428571428,0.2578725645076356,1.0,0.0,0.3333333333333333,0.225]",0,3,1,0,0
"[0.42857142857142855,0.15150078988941548,1.0,1.0,0.3333333333333333,0.25]",2,8,0,0,0
"[0.5238095238095237,0.8327540810953133,0.0,0.0,0.6666666666666666,0.47500000000000003]",0,5,0,0,0
"[0.19047619047619047,0.10131648235913639,0.6666666666666666,0.0,0.3333333333333333,0.025]",0,1,1,1,0
"[0.21428571428571427,0.2891521853607162,0.6666666666666666,0.0,0.3333333333333333,0.2]",1,0,1,0,0
"[0.7142857142857142,0.8512374934175883,1.0,0.0,0.6666666666666666,0.55]",0,5,1,0,0
"[0.6190476190476191,0.21190100052659294,0.0,0.0,0.6666666666666666,0.05]",0,4,0,0,0
"[0.38095238095238093,0.06835176408636125,0.0,1.0,0.6666666666666666,0.125]",0,1,0,1,1
"[0.9047619047619047,0.08309636650868879,1.0,0.0,0.6666666666666666,0.1]",0,2,0,0,1
"[0.42857142857142855,0.23686150605581885,0.3333333333333333,0.0,0.0,0.1]",1,0,0,0,0
"[0.5476190476190476,0.17819905213270143,0.3333333333333333,1.0,0.6666666666666666,0.125]",1,0,1,0,0
"[0.5714285714285714,0.6497630331753554,0.0,0.0,1.0,0.325]",0,7,0,0,0
"[0.30952380952380953,0.293522906793049,1.0,0.0,0.6666666666666666,0.125]",1,0,1,1,0
"[0.38095238095238093,0.37356503422854137,1.0,0.0,0.3333333333333333,0.1]",1,0,1,1,0
"[0.30952380952380953,0.1563454449710374,0.6666666666666666,0.0,0.3333333333333333,0.05]",0,2,1,0,0
"[0.19047619047619047,0.0808320168509742,1.0,0.0,0.6666666666666666,0.17500000000000002]",0,2,0,0,0
"[0.6428571428571428,0.23117430226434968,0.6666666666666666,0.0,0.6666666666666666,0.1]",0,4,0,0,0
"[0.3571428571428571,0.23580832016850975,0.6666666666666666,0.0,0.3333333333333333,0.25]",1,0,0,0,0
"[0.23809523809523808,0.3067403896787783,1.0,0.0,0.6666666666666666,0.17500000000000002]",1,0,0,1,0
"[0.26190476190476186,0.004318062137967351,0.0,0.0,0.6666666666666666,0.025]",1,6,0,0,1
"[0.5,0.24892048446550818,0.6666666666666666,0.0,0.6666666666666666,0.07500000000000001]",1,0,1,0,0
"[0.21428571428571427,0.06408636124275935,0.3333333333333333,0.0,0.3333333333333333,0.125]",0,1,0,0,0
"[0.38095238095238093,0.24949973670352818,1.0,0.0,0.6666666666666666,0.375]",0,1,0,1,0
"[0.23809523809523808,0.46577145866245395,0.6666666666666666,0.0,0.6666666666666666,0.05]",1,0,1,1,1
"[0.6904761904761905,0.23475513428120065,0.3333333333333333,0.0,1.0,0.2]",0,1,0,0,0
"[0.9047619047619047,0.230173775671406,0.0,0.0,0.6666666666666666,0.0]",1,0,1,0,0
"[0.5,0.2181147972617167,0.0,1.0,0.6666666666666666,0.25]",0,3,0,0,0
"[0.47619047619047616,0.05918904686677199,0.3333333333333333,0.0,0.6666666666666666,0.5]",0,1,1,1,0
"[0.9523809523809523,0.8881516587677726,1.0,0.0,0.3333333333333333,0.025]",1,5,1,1,0
"[0.3333333333333333,0.07493417588204318,0.6666666666666666,0.0,0.6666666666666666,0.1]",0,1,1,1,1
"[0.47619047619047616,0.19810426540284362,1.0,0.0,1.0,0.125]",0,1,0,0,0
"[0.738095238095238,0.9558715113217483,1.0,0.0,0.6666666666666666,0.125]",0,7,0,0,0
"[0.5714285714285714,0.21474460242232754,1.0,0.0,0.6666666666666666,0.0]",1,0,0,1,0
"[0.21428571428571427,0.09763033175355451,0.3333333333333333,0.0,0.6666666666666666,0.025]",2,8,1,0,1
"[0.40476190476190477,0.23970510795155345,0.0,0.0,0.0,0.125]",1,0,0,0,0
"[0.23809523809523808,0.059768299104792,0.6666666666666666,0.0,0.3333333333333333,0.125]",0,1,0,0,0
"[0.30952380952380953,0.10826750921537652,0.0,0.0,1.0,0.1]",0,1,0,1,0
"[0.42857142857142855,0.09483938915218537,0.3333333333333333,1.0,0.6666666666666666,0.125]",0,2,0,0,0
"[0.38095238095238093,0.46756187467087945,1.0,1.0,0.3333333333333333,0.35000000000000003]",1,0,0,0,0
"[0.38095238095238093,0.4012111637704055,0.6666666666666666,0.0,0.3333333333333333,0.2]",1,0,0,0,0
"[0.19047619047619047,0.09784096893101633,0.0,0.0,0.3333333333333333,0.17500000000000002]",0,2,0,0,0
"[0.26190476190476186,0.22980516061084783,0.0,0.0,0.3333333333333333,0.125]",0,4,0,0,0
"[0.3333333333333333,0.2979462875197472,1.0,0.0,0.6666666666666666,0.125]",0,4,1,0,0
"[0.30952380952380953,0.21032122169562928,0.0,1.0,0.6666666666666666,0.25]",0,1,0,0,0
"[0.23809523809523808,0.07151132174828857,1.0,0.0,0.3333333333333333,0.1]",0,2,0,0,1
"[0.47619047619047616,0.09736703528172723,0.0,0.0,0.3333333333333333,0.025]",1,6,0,0,0
"[0.40476190476190477,0.22090573986308584,1.0,0.0,0.6666666666666666,0.25]",1,0,1,1,0
"[0.21428571428571427,0.16303317535545025,1.0,0.0,0.6666666666666666,0.17500000000000002]",1,0,0,0,0
"[0.3333333333333333,0.45655608214849924,1.0,1.0,0.6666666666666666,0.025]",0,3,0,0,0
"[0.30952380952380953,0.24265402843601896,1.0,0.0,0.6666666666666666,0.25]",1,0,0,1,1
"[0.8333333333333333,0.4970510795155345,0.0,0.0,0.3333333333333333,0.05]",1,0,0,1,1
"[0.8571428571428571,0.09942074776198,0.6666666666666666,0.0,0.3333333333333333,0.1]",0,1,1,0,0
"[0.3571428571428571,0.26113744075829387,0.6666666666666666,1.0,0.6666666666666666,0.225]",0,4,0,0,0
"[0.5952380952380952,0.34233807266982624,0.6666666666666666,0.0,0.6666666666666666,0.25]",0,4,0,0,0
"[0.47619047619047616,0.10437072143233281,0.3333333333333333,0.0,0.6666666666666666,0.15000000000000002]",2,8,0,1,0
"[0.8809523809523809,0.9808846761453397,0.3333333333333333,0.0,0.6666666666666666,0.25]",2,5,0,1,0
"[0.30952380952380953,0.00631911532385466,1.0,0.0,0.6666666666666666,0.025]",0,2,1,1,0
"[0.5,0.6493944181147973,0.0,0.0,0.6666666666666666,0.5]",1,0,0,0,0
"[0.5714285714285714,0.17498683517640864,0.6666666666666666,0.0,0.6666666666666666,0.5]",0,1,0,0,0
"[0.30952380952380953,0.527751448130595,0.6666666666666666,1.0,1.0,0.275]",0,7,1,0,0
"[0.8571428571428571,0.18067403896787784,0.0,0.0,0.6666666666666666,0.125]",0,3,1,1,0
"[0.14285714285714285,0.18999473407056347,0.6666666666666666,0.0,0.3333333333333333,0.1]",0,4,0,0,0
"[0.11904761904761904,0.08625592417061612,1.0,0.0,1.0,0.125]",0,2,0,0,0
"[0.5238095238095237,0.27983149025803056,0.6666666666666666,0.0,1.0,0.25]",0,2,1,0,0
"[0.5238095238095237,0.2458135860979463,0.3333333333333333,0.0,0.6666666666666666,0.275]",1,0,1,0,0
"[0.16666666666666666,0.06203264876250659,0.3333333333333333,0.0,0.6666666666666666,0.05]",2,8,1,0,0
"[0.2857142857142857,0.14423380726698262,0.3333333333333333,0.0,0.3333333333333333,0.30000000000000004]",0,2,0,0,0
"[0.16666666666666666,0.15629278567667193,0.6666666666666666,0.0,0.3333333333333333,0.05]",0,2,0,1,0
"[0.6904761904761905,0.40147446024223277,0.6666666666666666,1.0,0.6666666666666666,0.42500000000000004]",0,4,0,0,0
"[0.3571428571428571,0.05260663507109005,0.6666666666666666,0.0,0.3333333333333333,0.025]",0,2,0,0,0
"[0.47619047619047616,0.18067403896787784,0.3333333333333333,0.0,0.6666666666666666,0.375]",1,0,0,0,0
"[0.30952380952380953,0.10837282780410742,0.6666666666666666,0.0,0.6666666666666666,0.05]",1,6,0,0,0
"[0.47619047619047616,0.22706687730384414,0.6666666666666666,0.0,0.6666666666666666,0.2]",0,3,0,0,0
"[0.5714285714285714,0.23175355450236967,0.0,0.0,0.3333333333333333,0.1]",0,1,0,1,0
"[0.5476190476190476,0.09336492890995261,1.0,1.0,0.6666666666666666,0.125]",0,1,0,0,0
"[0.6904761904761905,0.5765139547130069,0.3333333333333333,0.0,0.0,0.325]",0,7,1,0,0
"[0.40476190476190477,0.08694049499736704,0.6666666666666666,0.0,0.6666666666666666,0.05]",0,2,0,1,0
"[0.09523809523809523,0.12459189046866773,0.6666666666666666,0.0,1.0,0.07500000000000001]",0,1,0,0,0
"[0.40476190476190477,0.21532385466034756,0.6666666666666666,0.0,0.6666666666666666,0.25]",0,1,0,0,0
"[0.3571428571428571,0.20373880989994736,1.0,0.0,0.6666666666666666,0.225]",0,4,1,1,0
"[0.3333333333333333,0.09626119010005266,0.3333333333333333,0.0,0.6666666666666666,0.15000000000000002]",0,2,1,0,0
"[0.5238095238095237,0.07356503422854134,1.0,0.0,0.3333333333333333,0.025]",0,2,0,0,0
"[0.3333333333333333,0.06635071090047394,0.3333333333333333,0.0,0.6666666666666666,0.05]",1,6,0,0,0
"[0.5,0.1631911532385466,1.0,0.0,0.6666666666666666,0.17500000000000002]",0,1,0,0,0
"[0.47619047619047616,0.6422854133754607,0.6666666666666666,0.0,0.6666666666666666,0.45]",0,7,1,0,0
"[0.3333333333333333,0.4956819378620327,1.0,0.0,0.6666666666666666,0.35000000000000003]",1,0,1,0,0
"[0.45238095238095233,0.6706161137440758,1.0,1.0,0.6666666666666666,0.4]",0,7,1,1,0
"[0.16666666666666666,0.20526592943654556,0.6666666666666666,1.0,0.3333333333333333,0.125]",1,0,1,1,0
"[0.8095238095238095,0.13022643496577146,1.0,0.0,0.3333333333333333,0.225]",1,6,0,0,0
"[0.6190476190476191,0.075144813059505,1.0,0.0,0.6666666666666666,0.1]",0,1,0,1,0
"[0.07142857142857142,0.0721958925750395,0.0,0.0,0.6666666666666666,0.05]",1,6,0,1,0
"[0.5,0.9700895208004213,1.0,0.0,0.3333333333333333,0.15000000000000002]",0,5,0,0,0
"[0.11904761904761904,0.04112690889942075,0.0,0.0,0.3333333333333333,0.025]",1,6,0,0,1
"[0.42857142857142855,0.34939441811479727,1.0,0.0,0.6666666666666666,0.225]",1,0,1,0,0
"[0.42857142857142855,0.2170616113744076,0.3333333333333333,0.0,0.6666666666666666,0.1]",0,3,1,0,0
"[0.9047619047619047,0.27893628225381784,0.6666666666666666,1.0,0.3333333333333333,0.325]",0,4,0,0,0
"[0.26190476190476186,0.1989468141126909,1.0,0.0,1.0,0.05]",0,1,0,1,1
"[0.5714285714285714,0.9410742496050554,0.6666666666666666,0.0,0.3333333333333333,0.55]",0,5,0,0,0
"[0.9047619047619047,0.07003686150605583,0.6666666666666666,0.0,0.0,0.25]",0,2,0,0,1
"[0.5476190476190476,0.6614533965244866,0.3333333333333333,1.0,0.6666666666666666,0.5]",0,3,1,0,0
"[0.38095238095238093,0.30031595576619274,0.6666666666666666,1.0,0.6666666666666666,0.2]",1,0,1,0,0
"[0.42857142857142855,0.23154291732490787,1.0,1.0,0.3333333333333333,0.375]",1,0,0,0,0
"[0.5476190476190476,0.4175355450236967,0.3333333333333333,0.0,0.6666666666666666,0.125]",1,0,0,0,0
"[0.3333333333333333,0.07530279094260137,0.0,0.0,0.6666666666666666,0.1]",0,1,0,0,0
"[0.40476190476190477,0.4122169562927857,1.0,0.0,0.6666666666666666,0.225]",2,8,1,1,0
"[0.47619047619047616,0.22822538177988416,1.0,0.0,0.6666666666666666,0.25]",1,0,1,0,0
"[0.7619047619047619,0.30115850447604003,0.6666666666666666,0.0,0.6666666666666666,0.15000000000000002]",1,0,0,0,1
"[0.42857142857142855,0.2971563981042654,1.0,0.0,0.3333333333333333,0.15000000000000002]",1,0,1,0,0
"[0.6428571428571428,0.2022643496577146,0.6666666666666666,0.0,0.6666666666666666,0.125]",1,0,1,0,0
"[0.5238095238095237,0.09478672985781991,0.6666666666666666,0.0,0.6666666666666666,0.05]",0,1,0,0,0
"[0.40476190476190477,0.24644549763033177,0.6666666666666666,0.0,1.0,0.25]",0,4,0,1,0
"[0.5238095238095237,0.05223802001053186,0.6666666666666666,0.0,0.6666666666666666,0.125]",0,1,1,0,0
"[0.40476190476190477,0.10363349131121644,1.0,0.0,0.6666666666666666,0.1]",0,1,1,0,0
"[0.26190476190476186,0.1588204318062138,0.3333333333333333,0.0,0.6666666666666666,0.1]",0,2,0,1,0
"[0.26190476190476186,0.14618220115850447,0.0,0.0,0.0,0.125]",0,1,1,0,0
"[0.7619047619047619,0.5184307530279094,0.0,0.0,0.6666666666666666,0.07500000000000001]",1,0,0,1,1
"[0.5,0.5804107424960506,1.0,0.0,0.3333333333333333,0.5]",1,0,1,0,0
"[0.30952380952380953,0.47008952080042127,0.0,0.0,0.6666666666666666,0.225]",0,3,0,0,0
"[0.19047619047619047,0.10305423907319643,0.6666666666666666,0.0,0.6666666666666666,0.1]",1,6,1,0,0
"[0.42857142857142855,0.0822538177988415,1.0,0.0,0.6666666666666666,0.125]",0,2,0,0,0
"[0.5,0.4729857819905213,0.0,0.0,0.6666666666666666,0.17500000000000002]",0,4,0,0,0
"[0.21428571428571427,0.2703001579778831,0.3333333333333333,1.0,0.6666666666666666,0.15000000000000002]",0,3,0,1,0
"[0.738095238095238,0.23070036861506057,0.3333333333333333,0.0,0.3333333333333333,0.225]",1,0,0,0,0
"[0.38095238095238093,0.17877830437072145,0.6666666666666666,0.0,1.0,0.1]",0,2,0,0,0
